Sales,Profit,Quantity
1723,-2262,9
4586,5007,1
1623,1561,3
7285,-168,1
902,899,9
766,1851,13
3295,3987,14
6243,-1146,4
2512,4938,1
10135,-1778,1
4669,5291,6
826,-681,2
8812,184,5
9062,4462,6
2043,-1518,9
6551,1701,7
2289,1681,8
11274,1876,8
10247,1360,13
10528,200,1
2017,-860,5
11894,2500,10
4590,4440,4
4709,-966,14
2187,-1330,7
11180,572,4
10793,3717,13
6854,1913,14
6913,-2479,8
1579,2195,9
1260,-2530,14
7259,1918,7
6977,4836,12
7128,4894,11
771,4794,9
3022,3195,4
2560,-2267,6
8470,1790,2
5311,25,8
10383,-1748,3
9926,1097,3
11493,2232,1
10412,4541,6
960,-79,12
31,-1227,6
5192,-1301,5
641,609,5
9608,-399,3
10341,4750,5
7329,870,14
5899,75,11
9179,3069,1
7572,1046,11
1774,-178,3
511,2380,7
605,5121,5
7213,-62,4
8897,4872,7
9404,2973,9
2626,-1854,1
1839,2274,11
5551,-1354,12
8397,218,3
5425,5795,7
6271,-2712,11
3159,4746,7
7634,-2331,7
9743,3229,6
8256,1059,14
1156,-2210,13
6802,1791,8
8970,2783,12
8874,1406,9
11834,1154,4
243,4020,2
4808,5836,12
10762,2954,10
3085,-1058,12
7398,-1878,12
8117,-678,1
6609,5524,1
4666,-1010,7
5528,-3265,3
1000,5499,5
1574,296,14
1595,-659,10
5471,-1295,8
2692,-1671,13
4709,4963,4
1369,-2271,9
6420,-1009,1
9212,2340,6
7907,1639,13
5581,2213,8
11905,-2460,12
7547,-3270,6
3549,1640,11
5280,-2259,10
8603,143,4
3053,1643,5
8601,5531,2
3892,-1413,8
2232,4079,10
9908,5766,1
9041,1840,9
11780,5532,1
10923,173,3
5794,3959,3
2964,-1911,10
2314,3816,1
5733,-2137,2
2778,3570,9
1830,1669,9
3132,5171,3
9728,-2102,1
4540,-82,10
11825,3682,1
377,-1281,10
5679,917,5
2439,1152,7
7611,-1524,13
4310,5701,8
7805,5949,4
9250,-3277,10
10256,1915,2
8831,-558,1
2975,725,6
7098,4238,11
4658,-67,12
7090,355,7
4413,2519,4
6031,1664,11
5881,340,8
2591,820,3
5798,4210,7
7846,-1992,11
3769,-2470,7
11215,5451,7
7575,1923,13
2018,-12,14
497,-2891,3
1010,539,13
5003,4053,8
579,3088,6
4030,3180,11
7614,-1218,7
1434,2939,12
313,-3137,3
11568,544,5
11564,3721,12
7757,1638,5
11597,5928,6
7951,2228,6
11555,1957,14
6303,2662,5
6114,-2239,3
3048,1361,11
3156,1990,8
6186,-1067,10
1877,739,13
4575,4853,13
9213,-3272,6
3816,-2496,11
19,3079,10
4602,1967,14
236,1645,6
11311,-2265,11
2232,1329,9
7728,1050,11
4003,550,1
6290,679,10
7954,-1600,2
9370,1668,10
3139,3017,10
8143,-305,1
2486,-2424,7
6933,3094,5
9813,-1892,10
1610,3447,13
11880,1950,12
3408,3696,1
7002,-503,11
5219,-336,14
3990,-2644,11
109,137,2
4422,-2137,1
2839,3851,11
7916,5100,6
1589,3474,13
7317,4824,1
4888,1373,1
11524,1704,2
2922,4873,4
8623,-459,11
5826,1122,7
2649,4393,7
9930,-13,4
4049,4582,14
805,2766,4
3315,3982,13
11122,1544,6
10650,3062,4
7383,5259,1
11542,2156,7
7346,325,5
3835,4129,5
10139,913,11
1946,-140,10
3853,5026,2
11233,4498,4
2529,1450,7
3445,-2246,8
9223,-3287,1
11639,-2838,7
5199,5890,8
11795,-3070,7
2569,2526,7
6161,5447,10
9377,5914,3
8319,1338,4
1927,5973,13
176,-170,14
10587,5226,1
10550,-1863,14
4697,-791,5
10340,3368,3
5986,3210,3
389,-2695,14
10707,5055,12
1459,-1306,7
6068,379,2
1606,1261,12
7129,5387,12
5675,-2272,8
6784,4455,6
9134,-495,12
1101,-2685,4
10455,-2454,1
4884,5127,9
8967,-2117,4
1724,5077,12
2908,3355,7
8101,5033,6
5250,4569,11
249,4742,1
7646,-1572,6
10691,218,11
4848,753,8
11309,1155,6
9223,193,6
1310,4743,1
11777,4666,6
10538,965,14
2054,916,3
4227,5489,10
9413,5388,6
562,-475,7
10327,2110,8
5133,2881,3
10795,4756,3
11208,806,14
562,5924,10
1397,-1457,11
9020,3390,1
10640,-1028,12
1521,4639,12
3110,769,9
11926,-49,6
5172,1984,4
7612,1802,3
1262,617,14
1250,2693,8
176,3192,8
2390,-831,8
3549,2199,4
7162,4200,14
1150,2433,1
4925,534,14
3091,4074,13
6613,-3028,13
9330,693,5
5493,1148,2
8178,1019,1
585,5744,2
4945,5105,6
8286,2396,12
7446,4613,14
5666,4303,11
1696,5985,2
6805,-1460,13
8325,-1568,2
8279,-1132,1
5422,-476,4
3988,890,12
10895,1684,4
1640,-1542,4
8503,-3192,4
8371,4974,3
9327,1509,8
11857,6000,12
2535,-2048,1
10752,-616,6
10478,-2095,11
786,1911,2
10067,817,14
8075,2700,11
9203,995,5
2875,-918,10
4316,-758,4
9924,1476,10
9645,-260,12
9895,5679,1
9210,-2019,13
7019,-232,4
4813,-1155,13
567,-1547,10
4531,-2244,4
9293,-2052,4
1695,3353,12
11322,-1347,3
11285,2816,2
2080,3736,6
7545,4057,5
1619,-2353,13
9378,-3087,9
3490,-1591,8
1807,-761,3
9043,-1885,10
3524,3418,12
1410,-1176,12
7684,2702,1
9028,-345,6
8679,-1025,1
2697,4667,12
1490,648,10
5052,-3102,14
8826,1571,2
10978,5113,6
3796,-818,1
7079,5768,6
5883,1590,14
7471,-2618,7
1360,5215,9
3527,2689,14
5167,-2330,9
621,2405,1
1105,-1993,11
10617,759,1
6937,-3166,7
1205,-3054,2
4417,-492,7
7087,2850,3
2683,4365,3
5245,5296,6
1966,-1135,2
4276,-417,3
24,4085,5
10202,-2180,8
10704,1968,7
6375,-2420,2
2778,5677,9
9873,-1480,14
3498,2036,8
10441,1675,2
6953,5368,5
2812,5533,7
2112,527,3
11809,1086,9
11352,-1991,8
1351,-3053,12
4671,5023,8
5633,994,1
4056,631,9
5720,5833,5
9197,1682,11
6939,-650,9
8479,1501,1
11884,942,6
5748,941,2
4478,3856,12
9659,10,9
5061,3435,6
1875,-2222,8
5221,-1781,9
11485,1309,7
10310,-574,4
4398,-3270,13
8659,-1657,10
8403,222,4
10167,2677,4
11539,5943,8
4233,481,2
1216,3051,5
7165,-1491,13
992,5640,1
7363,1580,7
1937,2369,8
5641,-784,4
2224,-849,5
2522,2225,14
5287,3713,9
10289,4916,13
11082,-3199,6
2041,4859,14
6205,2466,12
6383,5929,6
5805,-541,13
7707,-1388,8
4587,4779,13
703,5427,5
11779,894,9
2964,2774,8
11586,2483,13
7757,3790,5
5460,269,14
789,-2347,8
3463,-470,9
11549,-901,7
8507,1393,2
4817,3593,2
4626,2877,10
10321,5337,12
7433,85,10
11727,-685,10
10303,4334,1
8429,3442,6
6445,-3083,13
9210,3249,9
1788,-2726,3
4578,3762,14
1826,-2842,3
9058,699,11
5991,3619,1
4571,4508,12
2305,-2195,13
8467,5658,9
8194,674,1
6089,4822,7
3704,-1897,5
8682,269,1
328,3159,9
1496,4874,9
8872,5023,14
2062,2703,13
7787,2905,10
7946,5662,10
268,120,14
7538,3162,11
7339,30,13
7042,522,7
2062,2891,6
2540,1411,11
4616,-2807,8
4473,837,11
8393,3421,10
2762,3176,10
8800,4858,6
4616,-2360,8
67,-1168,9
10071,2087,1
9682,-2855,6
110,-297,7
80,-83,12
8373,-1104,7
7752,3736,11
8584,2418,8
5791,1931,5
4485,-2100,13
9051,3240,12
8095,-3252,6
8554,107,9
11387,-2753,13
8731,4722,3
10093,-2541,14
2735,5541,9
863,-264,3
354,-2737,2
7548,-2440,7
3492,4721,4
271,3042,13
6372,5391,12
9783,2345,13
248,-399,11
11812,5061,1
6528,2223,7
1952,5477,11
5288,-3071,4
8198,4885,5
10468,-2024,7
6208,-2602,1
11516,2995,4
10110,409,4
405,5388,10
3055,-1981,12
6517,-2093,13
9221,4654,7
160,4476,4
6606,2596,4
627,5858,3
7453,-321,13
11490,-1528,10
10258,-2467,14
4784,3890,11
4425,-1501,11
10539,5309,11
2545,5623,12
9836,2173,1
2404,60,3
658,756,2
6614,3337,7
10427,-1800,13
7485,1377,7
4967,2878,6
5600,-1566,8
2799,873,6
10836,3898,9
2066,3452,2
5084,55,13
11350,-2491,13
48,498,7
4996,2684,11
5138,4558,7
1652,230,11
7558,2949,6
4379,5410,11
1898,3332,2
10910,-1549,3
4065,-1489,6
4003,-1532,11
5568,3910,4
4289,-2410,7
2343,470,14
6953,2021,2
11495,3693,12
113,4905,10
2064,-1351,1
11308,4581,6
2780,-3102,5
9222,4564,13
1137,895,11
1262,3872,11
2454,1021,8
1604,2677,5
10902,-264,9
5697,-1970,12
5215,2903,10
7222,5644,2
10285,-2046,12
4072,-2566,14
8050,1640,13
11495,5141,4
3060,4969,4
1756,451,7
9498,798,13
4167,-2248,5
1451,-2075,5
9801,1240,7
10568,2461,9
11074,-266,9
4583,1763,11
4263,4316,1
8176,3015,13
6654,4365,8
22,5143,6
11965,275,7
10325,2311,4
9229,-305,8
3729,-362,1
6665,3619,1
2709,4274,11
11717,2852,1
2054,4967,3
10898,5175,6
11038,1609,13
1650,1062,9
6962,-3263,1
4453,-2135,5
10682,1270,13
5191,2909,9
434,2631,12
8010,627,6
1387,3128,7
222,5707,11
651,4400,5
3208,-1786,5
1556,390,7
5035,3552,1
1907,-1793,6
3386,-1235,6
8204,-1058,2
4010,3104,11
9696,5033,13
9001,3528,5
4711,2173,3
2592,1656,1
5318,1915,12
8984,3857,12
10793,2042,13
4987,-622,10
6439,5125,10
4663,340,1
5123,2529,13
7420,4850,14
9881,373,14
3434,-1949,9
9644,-1162,14
2375,-573,8
8913,-1885,14
7794,-3030,14
591,1966,6
88,-1072,14
11406,2702,4
9136,1101,8
7458,3018,5
11604,3778,8
2995,1589,13
7959,1128,10
4329,5699,11
324,-1750,14
1535,-66,5
9555,4857,5
5740,3243,6
5405,5879,2
2159,1929,12
7404,-638,11
11048,5832,13
14,2006,5
7394,1295,7
6988,-359,1
8925,1142,5
7959,1732,11
7306,3441,7
753,-943,11
4116,-1003,8
8144,5818,3
5221,-1810,5
4177,3581,2
998,491,8
777,5961,8
8480,-999,7
915,5514,1
6522,2777,5
3288,-2341,2
9227,5351,2
11755,2045,7
11659,-394,5
5974,-865,8
10088,-2793,8
7342,-2111,10
9264,717,14
7064,-2925,5
11650,4523,5
8799,4952,13
10138,-2131,13
4180,-1828,1
5748,3710,9
3338,-948,10
1438,-217,1
3651,2782,6
2523,5583,14
8913,644,8
2133,-668,2
271,-2505,2
1604,-1141,8
9291,-919,12
1423,-3197,9
1388,3395,7
8770,5825,6
9186,-1020,12
10640,-465,11
11495,-935,6
917,-2236,5
9308,-2710,8
2334,5245,11
1420,2467,14
5345,5504,4
9724,4607,10
5465,-712,14
9572,-1472,9
4104,4460,6
10859,2485,7
6078,-127,1
1780,967,2
6579,165,9
1873,-41,1
4531,253,8
2596,-461,3
4363,4981,1
11382,-219,2
547,5940,7
6285,4921,3
9021,-1777,7
11381,303,7
7357,3065,7
265,-2952,11
727,4566,8
8743,733,3
3034,2905,11
6297,-2611,7
4634,-1382,3
4316,5918,8
10147,4794,4
10468,5443,1
9376,2577,10
4536,-741,3
4261,5675,12
1469,5554,7
4290,-3101,10
9078,-415,7
1215,-82,2
3409,-901,14
1412,3064,14
9093,-957,4
8659,-211,6
4557,2108,5
8756,-2252,9
5435,-2127,12
7175,2886,12
9291,2368,2
2166,3013,8
892,-2989,9
2918,-2593,12
6982,5389,11
6237,2589,1
5521,-1455,2
2111,-68,4
10158,2300,4
8006,-859,2
6344,-1932,3
11766,-1450,4
2656,2716,11
10103,-58,6
4021,-1367,1
11784,2148,11
4122,-1498,9
118,5056,9
4130,4062,7
8803,2530,9
507,-2870,9
5053,1346,11
7743,5070,14
5544,-3226,1
7577,1924,3
193,2768,8
11127,96,3
994,2294,8
3875,2297,5
3585,4609,10
4571,-651,2
10464,2139,1
8139,366,8
5385,-2439,10
5475,-1371,14
11739,5127,6
4784,-2699,4
9094,2861,14
748,-2940,5
8028,5198,1
5192,4037,9
2172,4794,12
2720,-2149,13
11799,4653,3
9620,-606,13
10135,2550,4
3113,417,14
7350,-2437,11
1758,1491,13
4183,1471,11
3452,-933,5
3876,-1290,1
6086,-2324,9
109,644,8
8858,3968,11
10576,-1594,2
960,2011,9
7320,2568,6
6514,5084,1
10679,5089,4
5008,5573,3
5385,2678,11
6186,1419,5
9866,3459,5
10917,5548,9
6761,1515,11
4432,799,9
679,4189,8
6334,-3109,1
7024,4870,5
4344,-477,8
5994,5725,1
8530,4940,5
8495,-1887,5
6509,5919,7
503,2946,12
10523,313,4
4579,-3178,4
2180,-1691,11
2525,4034,9
5084,-1815,6
1065,-3191,13
8087,3386,12
2583,5377,6
11845,-208,6
10645,786,7
1057,3020,7
7340,3982,5
537,1581,3
6105,-2765,14
1040,-1881,13
10416,-3212,9
10729,-2409,8
11674,-1845,8
4645,-2001,4
304,390,11
4684,444,4
1256,5455,6
2734,-2786,5
6385,-2962,11
3775,4496,14
6239,2262,4
5657,3603,1
4284,-654,10
10114,1296,9
9133,-2274,14
264,543,3
2902,1134,11
3057,5396,14
3707,-75,9
9805,2659,12
8225,4292,3
5968,-2253,9
10892,5422,14
11696,-1818,9
9320,5402,4
3217,-3179,3
10,1815,8
4037,1624,2
10049,745,12
10790,4920,2
248,4672,9
6363,665,4
1122,-2915,13
10262,4048,2
2520,721,12
10505,-801,2
1492,-1531,12
587,1513,5
11329,1985,11
9466,3023,14
9131,5763,12
4688,1163,12
2352,789,12
4801,-27,10
9687,4734,5
7359,2769,13
5050,-2515,13
10908,4705,10
11846,4765,1
5099,2067,4
11518,-68,8
3805,3172,12
4341,1046,5
2492,-638,2
9152,-1374,4
4921,-1208,11
8630,4447,5
654,4946,13
7650,4438,8
7002,1273,2
10720,-82,7
4939,-2448,14
7693,-1908,1
7871,1030,7
10772,2670,3
7192,1531,14
11525,279,4
4016,-998,10
6034,3811,11
7048,269,7
5704,2298,10
1049,-1589,9
4513,-1662,6
10177,3374,14
1812,-3150,14
11715,-1750,5
11889,-1870,6
10892,1850,8
3069,2383,10
5473,2726,8
6506,2696,11
11695,1552,14
1833,-1659,3
3029,3728,2
3897,-714,10
11217,-1400,10
1205,1345,8
9039,4786,14
10010,-2933,6
4162,-2492,4
5318,-1571,2
10695,2359,3
4496,4478,12
5242,3983,13
9439,-3250,2
5948,-194,2
4673,-2169,13
9806,2697,2
6478,5281,10
7393,2505,7
1351,3821,6
1614,1411,13
2166,-986,12
1459,-2787,13
6081,927,6
10867,1081,9
2692,3372,5
5439,-1592,14
10798,3223,3
9057,443,4
5305,171,13
10244,5206,3
4484,54,10
7671,-1465,2
11646,5062,3
11416,826,14
3166,-1566,6
11343,1029,3
11317,-955,8
7833,707,8
11244,-203,10
2322,1245,14
8209,-2408,2
113,3153,2
9231,-2461,5
6860,730,8
8279,-430,7
11874,3636,2
5148,-1620,11
2368,1247,14
10580,5401,11
4780,-2250,3
1645,2078,4
1248,4433,12
3968,110,7
7064,-1371,2
8649,2959,9
10824,-3094,1
5413,1195,13
10944,5535,12
4704,-2920,7
3706,-679,12
11093,4005,8
10277,-2714,3
6952,4121,14
5666,1191,7
1969,-2247,4
7712,-1624,6
11521,1320,9
4985,-1524,5
808,1951,4
10217,5932,11
1331,-1516,5
6370,1328,14
10187,17,2
2262,-753,3
3517,1609,5
8380,2926,11
6127,3172,9
2105,3161,8
11918,4902,4
6417,-1857,4
3855,2553,6
8940,1453,12
5275,2735,8
2390,3939,8
1701,2327,13
10961,711,5
3174,1628,4
8639,-1344,4
2839,-1248,8
11423,2314,5
7688,4521,14
5190,390,7
5177,5797,9
5221,-2623,1
7796,1553,3
1181,-587,12
7901,1850,10
4608,3788,4
1932,2839,12
7138,3261,4
11854,-2233,8
10949,3141,11
747,3784,4
4538,4977,3
1918,551,9
11034,739,14
2319,-2789,14
9326,-582,12
5252,1403,4
11404,-26,12
11195,-2486,11
10563,2528,2
2950,-861,8
684,2083,10
9027,-491,14
10080,1959,7
8484,3958,1
1509,-1831,6
7989,-227,1
10630,1223,13
136,5169,12
7702,3445,14
10309,1179,11
391,2886,2
3003,-57,12
11302,1433,13
6108,5879,5
673,838,5
6849,3379,12
2139,4490,7
11974,-344,10
11211,3783,9
4367,5205,1
8698,4868,3
3130,713,4
3802,3909,6
10151,-915,8
5278,-2014,11
10173,-2762,9
10403,-2525,10
884,794,9
6144,-274,13
5871,1124,4
5038,5812,13
5242,4012,5
8602,-3198,11
7048,3805,6
5822,-2516,7
5422,1750,3
5780,1719,1
5745,-2387,7
3637,5135,10
10678,-1717,12
4520,1018,11
7510,-1113,9
8385,5265,3
10970,4792,9
334,-402,11
4266,661,13
100,650,11
1694,-3297,13
8151,5854,10
6946,3601,1
10896,-3060,14
10808,-819,10
6827,-113,8
10452,-1676,2
2023,2535,10
5259,-391,1
3300,3625,6
2881,3664,5
6733,-333,7
303,5153,3
7533,4746,9
9907,319,12
1961,5625,1
5274,-2083,14
2412,853,5
2056,5116,5
9064,5899,9
4992,3745,12
10452,2477,2
11569,-629,9
8693,3814,8
8672,-2818,13
10631,-1004,5
3618,2405,12
4306,-75,4
10160,2418,6
3345,1935,11
3031,4856,6
10468,4666,6
10720,-1655,11
3476,3491,7
1038,2704,3
1191,-1150,5
260,5575,2
7455,2362,6
10436,4669,10
9699,538,6
78,-2479,4
8788,721,12
7872,-2031,7
11950,-593,13
3886,4770,9
8275,-2735,13
544,3079,12
8396,1680,9
512,-1472,13
10477,1914,9
3803,1431,5
6303,3737,5
2043,-1938,7
1366,2839,2
10008,1856,12
4588,5325,7
3294,5626,13
6249,3361,13
5507,-1073,14
2040,2733,12
7488,841,2
4340,1113,9
2333,-651,1
3716,-739,4
3422,5727,11
11802,5083,6
3928,186,2
11524,1436,5
4218,2315,5
6727,1540,11
10203,5811,7
10457,-1680,13
5500,1592,14
4473,4151,12
2706,4640,14
7380,-29,5
1497,-147,5
1497,63,1
420,5425,5
9702,5674,6
7296,3734,13
1472,-2677,3
649,-2019,14
2051,3615,3
10371,-533,6
474,-1924,4
10547,-2954,7
6237,5509,8
8978,1584,12
8339,2498,7
1936,3923,9
3800,1735,11
7881,4665,1
7719,1928,14
10963,798,8
6130,2487,7
4932,3220,4
224,4889,10
5612,3753,9
7479,-1695,7
4218,5259,6
9884,1785,6
2362,-2702,11
11141,-1078,14
5881,-2041,11
8843,-2410,6
11449,4278,5
11695,1886,7
8997,2695,1
9231,3658,13
9913,5679,11
7659,665,1
5467,-3108,3
5929,3639,7
2027,967,4
9233,5731,9
594,4946,4
10038,-1581,12
4275,-2330,1
8564,211,14
7722,4486,12
4597,3387,2
648,-2474,3
3688,3009,8
6321,4348,11
8831,4663,4
112,2633,14
10328,5292,13
5201,-2743,8
10988,614,9
719,-3180,6
10747,2849,8
10242,-1698,4
3508,-572,10
11099,-3127,8
10957,-2098,2
9490,5377,11
11465,-472,11
10652,-1604,1
7203,2188,5
2430,1381,12
8469,-3101,3
4696,-1551,4
10291,5624,12
5208,4585,7
2321,-1470,12
1303,328,12
1539,1115,9
31,3719,4
11335,-420,9
9422,445,5
882,-2093,6
3565,5535,11
7371,-650,12
3525,653,1
6943,-2441,3
7853,5036,11
5537,3027,4
407,311,4
10372,4925,5
39,-2950,9
170,-3170,1
10928,4835,7
5347,5436,6
7738,5426,6
8285,5651,2
6179,364,14
7554,3097,2
306,2439,13
4141,58,8
727,1990,7
279,5894,9
6097,3537,2
1067,-3156,2
5442,-1840,5
10573,-2699,2
1958,4888,5
3228,5301,4
2131,-2854,4
7063,-2258,1
2340,4582,4
8476,1899,8
7711,-2821,8
5826,-922,5
826,3566,7
6152,4817,2
3777,5291,6
4429,-1208,8
5159,-1194,14
1624,5593,11
725,-2847,10
9942,-223,9
2153,4480,4
1652,2317,8
11993,-1230,12
9568,511,2
528,-1482,14
3497,3687,3
7364,4943,2
6693,1834,3
1992,1780,14
5478,1401,2
3914,222,7
5751,-1727,3
11100,3945,12
8272,-1746,10
10381,697,5
2098,-1812,3
1648,3097,12
4129,3122,8
447,-1591,7
10495,2897,2
1156,-2965,14
1208,5944,5
1920,-388,13
8490,-740,8
9843,-3119,3
10292,1191,11
8425,-476,11
5256,5567,10
4452,-458,9
2931,1420,7
514,1431,9
6224,2907,12
9534,5363,5
7085,4865,1
3904,1328,3
5247,2796,7
11400,-1749,4
2363,1974,10
6805,4082,14
2750,1098,2
11577,1600,4
10618,921,1
9360,3447,7
1245,1165,1
768,5613,8
6335,-433,9
6832,4815,6
7732,5111,7
8158,2397,1
681,-2170,10
6956,4882,4
7721,4245,13
8286,5672,14
9340,-1404,8
7046,-1079,5
4407,5608,7
8779,1577,9
10860,5094,2
9029,900,1
8274,422,7
931,3669,7
6053,-2249,11
6826,4160,14
3936,-2502,6
2569,-2878,5
1312,4820,4
6374,4112,14
2307,-2978,3
10089,-3135,7
6337,872,12
6067,923,14
1212,-587,8
7078,45,10
2587,1928,12
6075,5977,5
8509,-2458,4
2068,-1777,12
5315,-514,11
11111,3946,4
6820,3214,9
3073,5009,3
6643,2804,11
7382,157,8
4972,2044,4
9350,-2663,1
2913,-1388,4
4854,413,5
1548,-1375,7
573,4333,8
1225,2108,5
8633,-3043,13
5489,5355,8
8809,-2993,8
10462,2373,10
6044,-1340,3
8609,-1295,13
6967,5124,12
8940,-1191,5
5761,5361,5
10501,711,7
11528,5210,4
10078,5035,4
572,250,2
2500,-762,2
5796,-1375,9
10326,-1610,12
11382,1534,11
4594,72,11
4667,5163,8
4046,1383,8
7813,1366,1
8345,1601,1
10764,5237,11
6623,5450,2
3014,3298,11
7215,2919,7
8161,2459,6
784,-610,2
10588,1743,3
6840,4486,9
866,5390,13
3608,195,7
1756,5157,4
264,22,13
8866,-1200,1
3041,3929,11
10387,2606,13
10059,1821,1
9812,-1994,6
8370,-642,6
8998,-1475,9
150,-106,14
9255,4698,10
186,-3114,6
10334,-2835,9
3447,-156,4
1807,1056,8
8796,1856,7
11892,-2261,9
4,-284,12
458,4232,14
9325,1999,6
6178,916,7
5686,5245,13
2868,-1863,5
791,1991,1
1845,576,3
7439,4048,5
7785,-1429,7
1431,513,8
4244,4969,5
7505,2715,8
5253,5723,13
7978,-2324,10
9607,1450,3
9511,3090,11
5456,4955,4
10015,5755,12
7793,771,5
366,-2945,4
5363,3972,13
1976,-241,7
8527,-2442,7
2111,-2939,4
883,4943,4
4106,-824,2
11679,2667,11
1238,-2022,2
1150,5521,10
893,2818,9
1359,3921,10
6152,3929,9
10499,5747,4
7355,-2392,4
3332,366,2
7202,2752,9
7023,1375,4
9311,1730,13
5109,-1959,6
2690,-2658,2
4986,641,5
11609,829,13
7934,1177,8
401,420,5
6121,4277,3
10313,-2462,4
11692,3061,13
1359,-1690,14
11401,1769,9
1933,3311,10
5150,-2985,5
11730,3809,10
2763,5357,14
2821,-1362,3
4741,-2285,11
9113,-2127,14
2676,5153,12
11198,4488,3
1960,-2810,10
2669,3488,14
1226,-1121,6
10755,97,3
9878,-2505,3
9944,4229,11
770,701,8
5604,4420,1
10261,-2578,4
7338,402,7
3304,-3262,10
4054,-42,11
11868,-155,13
4840,1171,10
691,1341,8
5440,4537,13
1430,1108,2
2460,5760,4
2216,3253,9
10192,-1206,11
10385,-2621,1
6900,948,11
5871,2531,10
4956,3284,5
2738,1900,3
595,2561,11
10659,-972,11
11361,1208,9
9690,5775,3
358,639,6
7103,2962,7
3001,3544,2
8639,4180,14
9329,-638,14
780,1879,10
6944,-1575,9
7015,2513,11
7736,5472,2
8309,532,2
9512,-270,5
10574,5838,14
3280,-791,12
2924,2420,8
7813,5568,13
7141,4573,2
9164,78,2
4676,5319,6
6144,-752,7
6863,-2696,4
6404,4776,1
4215,2030,12
566,4901,5
2687,-1580,12
223,2311,8
6496,720,4
8694,561,9
4580,2052,2
11586,4539,9
4316,4176,4
9357,1540,12
9598,1822,10
6152,-360,7
7790,-1143,11
449,181,10
5310,3345,13
4022,1603,11
10867,4388,10
10045,795,14
5834,5853,4
1258,-373,4
6972,3072,11
8370,1194,6
7576,1245,4
6330,-1620,14
527,5409,13
7613,-2721,1
3986,-37,11
7072,-931,13
9898,330,11
11761,-1098,12
8597,3340,5
2812,-1946,2
5555,-1389,10
9151,5604,1
9623,1445,9
6488,-2191,5
11464,5248,6
8242,3780,7
6180,4221,7
7653,3796,4
